#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
k_london;London;London;London;;London;;;;;;;;;x
k_london_adj;Londonian;;Londoner;;;;;;;;;;;x
k_england;England;England;England;;England;;;;;;;;;x
k_england_adj;English;;English;;;;;;;;;;;x
k_york;York;York;York;;York;;;;;;;;;x
k_york_adj;Yorkian;;Yorker;;;;;;;;;;;x
k_wales;Wales;Wales;Wales;;Wales;;;;;;;;;x
k_wales_adj;Welsh;;Welsh;;;;;;;;;;;x
k_scotland;Scotland;Scotland;Scotland;;Scotland;;;;;;;;;x
k_scotland_adj;Scottish;;Scottish;;;;;;;;;;;x
k_ulster;Ulster;Ulster;Ulster;;Ulster;;;;;;;;;x
k_ulster_adj;Ulsterian;;Ulsterner;;;;;;;;;;;x
k_ireland;Ireland;Ireland;Ireland;;Ireland;;;;;;;;;x
k_ireland_adj;Irish;;Irish;;;;;;;;;;;x
k_britain;Britain;Britain;Britain;;Britain;;;;;;;;;x
k_britain_adj;British;;British;;;;;;;;;;;x
k_andalusia;Andalusía;Andalusía;Andalusía;;Andalusía;;;;;;;;;x
k_andalusia_adj;Andalusían;;andalusíer;;;;;;;;;;;x
k_aragon;Aragón;Aragón;Aragón;;Aragón;;;;;;;;;x
k_aragon_adj;Aragónian;;aragóner;;;;;;;;;;;x
k_castilla;Castilla;Castilla;Castilla;;Castilla;;;;;;;;;x
k_castilla_adj;Castillan;;castiller;;;;;;;;;;;x
k_catalunya;Catalunya;Catalunya;Catalunya;;Catalunya;;;;;;;;;x
k_catalunya_adj;Catalunyan;;cataluner;;;;;;;;;;;x
k_euskadi;Euskadi;Euskadi;Euskadi;;Euskadi;;;;;;;;;x
k_euskadi_adj;Euskadian;;euskader;;;;;;;;;;;x
k_galicia;Galicia;Galicia;Galicia;;Galicia;;;;;;;;;x
k_galicia_adj;Galician;;galicer;;;;;;;;;;;x
k_leon;León;León;León;;León;;;;;;;;;x
k_leon_adj;Leónian;;leóner;;;;;;;;;;;x
k_toledo;Toledo;Toledo;Toledo;;Toledo;;;;;;;;;x
k_toledo_adj;Toledian;;toleder;;;;;;;;;;;x
k_valencia;València;València;València;;València;;;;;;;;;x
k_valencia_adj;Valèncian;;valèncer;;;;;;;;;;;x
d_alsace_lorraine;Alsace-Lorraine;;;;;;;;;;;;;x
d_ardenne;Ardenne;;;;;;;;;;;;;x
d_baden_wurttemberg;Baden-Württemberg;;;;;;;;;;;;;x
d_beira;Beira;;;;;;;;;;;;;x
d_berlin;Berlin;;;;;;;;;;;;;x
d_channel_islands;Channel Islands;;;;;;;;;;;;;x
d_derry;Derry;;;;;;;;;;;;;x
d_dyfed;Dyfed;;;;;;;;;;;;;x
d_east_midlands;East Midlands;;;;;;;;;;;;;x
d_eastern_rheinland;Eastern Rhinelands;;;;;;;;;;;;;x
d_espace_mittelland;Espace Mittelland;;;;;;;;;;;;;x
d_friesland;Friesland;;;;;;;;;;;;;x
d_hannover;Hannover;;;;;;;;;;;;;x
d_hauts_de_france;Hauts-de-France;;;;;;;;;;;;;x
d_hebrides;Hebrides;;;;;;;;;;;;;x
d_hesse_nassau;Hesse Nassau;;;;;;;;;;;;;x
d_kvarner;Kvarner;;;;;;;;;;;;;x
d_las_palmas;Las Palmas;;;;;;;;;;;;;x
d_lisboa;Lisboa;;;;;;;;;;;;;x
d_london;London;;;;;;;;;;;;;x
d_lower_bavaria;Lower Bavaria;;;;;;;;;;;;;x
d_madeira;Madeira;;;;;;;;;;;;;x
d_manchester;Manchester;;;;;;;;;;;;;x
d_mecklenburg_vorpommern;Mecklenburg-Vorpommern;;;;;;;;;;;;;x
d_midwest;Midwest;;;;;;;;;;;;;x
d_nordrhein;Nordrhein;;;;;;;;;;;;;x
d_north_brabant;North Brabant;;;;;;;;;;;;;x
d_northern_isles;Northern Isles;;;;;;;;;;;;;x
d_northome;Northome;;;;;;;;;;;;;x
d_oldenburg;Oldenburg;;;;;;;;;;;;;x
d_palatinate;Palatinate;;;;;;;;;;;;;x
d_romandy;Romandy;;;;;;;;;;;;;x
d_santa_cruz_de_tenerife;Santa Cruz de Tenerife;;;;;;;;;;;;;x
d_saxony_anhalt;Saxony-Anhalt;;;;;;;;;;;;;x
d_schleswig_holstein;Schleswig-Holstein;;;;;;;;;;;;;x
d_strathclyde;Strathclyde;;;;;;;;;;;;;x
d_sussex;Sussex;;;;;;;;;;;;;x
d_switzerland;Switzerland;;;;;;;;;;;;;x
d_thames_valley;Thames Valley;;;;;;;;;;;;;x
d_upper_palatinate;Upper Palatinate;;;;;;;;;;;;;x
d_wallonia;Wallonia;;;;;;;;;;;;;x
d_wessex;Wessex;;;;;;;;;;;;;x
d_west_midlands;West Midlands;;;;;;;;;;;;;x
d_westfalen;Westfalen;;;;;;;;;;;;;x
d_yorkshire;Yorkshire;;;;;;;;;;;;;x
e_alpenland;Alpenland;;;;;;;;;;;;;x
e_yugoslavia;Yugoslavia;;;;;;;;;;;;;x
k_belgium;Belgium;;;;;;;;;;;;;x
k_lower_saxony;Lower Saxony;;;;;;;;;;;;;x
k_macronesia;Macronesia;;;;;;;;;;;;;x
k_netherlands;Netherlands;;;;;;;;;;;;;x
k_ostmark;Ostmark;;;;;;;;;;;;;x
k_rhineland;Rhineland;;;;;;;;;;;;;x
e_europa;Europa;Europa;Europa;;Europa;;;;;;;;;x
e_europa_adj;European;European;European;;European;;;;;;;;;x
e_iberia;Iberia;Iberia;Iberia;;Iberia;;;;;;;;;x
e_iberia_adj;Iberian;;iberer;;;;;;;;;;;x
e_hispaniae;Hispaniae;;;;;;;;;;;;;x
e_hispaniae_adj;Hispanian;;;;;;;;;;;;;x
e_soyuz;Soyuz;;;;;;;;;;;;;x
e_soyuz_adj;Soyuz;;;;;;;;;;;;;x
k_moscow;Moscow;;;;;;;;;;;;;x
d_moscow;Moscow;;;;;;;;;;;;;x
k_leningrad;Leningrad;;;;;;;;;;;;;x
d_leningrad;Leningrad;;;;;;;;;;;;;x
k_moscow_adj;Moscow;;;;;;;;;;;;;x
d_moscow_adj;Moscow;;;;;;;;;;;;;x
k_leningrad_adj;Leningrad;;;;;;;;;;;;;x
d_leningrad_adj;Leningrad;;;;;;;;;;;;;x
d_dublin;Dublin;Dublin;Dublin;;Dublin;;;;;;;;;x
d_dublin_adj;Dubliner;;Dubliner;;;;;;;;;;;x
d_sligo;Sligo;Sligo;Sligo;;Sligo;;;;;;;;;x
d_sligo_adj;Sligoan;;Sligoan;;;;;;;;;;;x
d_the_highlands;Highlands;Highlands;Highlands;;Highlands;;;;;;;;;x
d_the_highlands_adj;Highlander;;Highlander;;;;;;;;;;;x
d_tayside;Tayside;Tayside;Tayside;;Tayside;;;;;;;;;x
d_tayside_adj;Taysider;;Taysider;;;;;;;;;;;x
d_liverpool;Liverpool;Liverpool;Liverpool;;Liverpool;;;;;;;;;x
d_liverpool_adj;Liverpudlian;;Liverpudlian;;;;;;;;;;;x
d_alacant;Alacant;;;;;;;;;;;;;x
d_alacant_adj;Alacantian;;;;;;;;;;;;;x
d_albacete;Albacete;;;;;;;;;;;;;x
d_albacete_adj;Albacetean;;;;;;;;;;;;;x
d_alto_aragon;Alto Aragón;;;;;;;;;;;;;x
d_alto_aragon_adj;Alto Aragónian;;;;;;;;;;;;;x
d_andorra;Andorra;;;;;;;;;;;;;x
d_andorra_adj;Andorran;;;;;;;;;;;;;x
d_asturias;Asturias;;;;;;;;;;;;;x
